household_id,country,urban_rural,income_decile,age_head_band,household_size,dwelling_type,dwelling_age_band,building_efficiency_class,heating_fuel,annual_income_eur,annual_energy_spend_eur,is_energy_burdened
2619,PT,suburban,2,35-65,4,apartment,20-50yr,B,wood,11765.67,998.99,0
2620,LV,rural,3,35-65,6,apartment,20-50yr,G,gas,11348.04,3799.4,1
2621,LV,urban,10,35-65,4,house,<20yr,G,electric,60268.44,1633.13,0
2622,LV,suburban,5,35-65,1,apartment,>50yr,G,district,27257.96,1393.05,0
2623,IT,urban,1,<35,2,other,>50yr,G,wood,7922.4,1480.3,1
2624,LV,urban,6,35-65,1,house,>50yr,F,gas,30397.53,1159.82,0
2625,ES,urban,10,35-65,2,house,>50yr,G,gas,59061.32,955.26,0
2626,ES,urban,6,35-65,5,other,<20yr,C,electric,26007.87,900.26,0
2627,ES,rural,5,>65,6,apartment,<20yr,C,electric,18904.78,1128.28,0
2628,IT,rural,2,<35,7,house,20-50yr,G,gas,10451.43,2605.33,1
2629,IT,urban,9,<35,2,apartment,20-50yr,D,gas,37117.08,474.86,0
2630,IT,rural,2,35-65,3,apartment,>50yr,F,wood,12671.84,1873.51,1
2631,IT,suburban,10,35-65,1,apartment,20-50yr,E,gas,49188.1,554.29,0
2632,ES,suburban,3,<35,1,house,>50yr,D,wood,18235.33,856.49,0
2633,LV,rural,2,35-65,1,house,20-50yr,C,gas,11747.58,1438.12,1
2634,ES,suburban,4,35-65,7,apartment,20-50yr,F,electric,18565.56,1615.76,0
2635,ES,urban,1,35-65,6,house,>50yr,E,electric,6559.48,3041.41,1
2636,ES,urban,1,35-65,4,apartment,20-50yr,D,gas,8839.8,2069.42,1
2637,ES,suburban,2,<35,1,apartment,>50yr,E,electric,10642.4,1359.1,1
2638,IT,rural,7,<35,2,apartment,>50yr,D,gas,27566.03,500.03,0
2639,PT,suburban,9,35-65,2,house,>50yr,D,wood,38970.78,642.07,0
2640,IT,urban,3,35-65,1,apartment,>50yr,E,oil,11621.73,1089.73,0
2641,PT,urban,7,35-65,4,apartment,20-50yr,D,gas,30044.55,883.77,0
2642,PT,rural,4,>65,2,apartment,20-50yr,G,electric,17067.14,2318.81,1
2643,ES,urban,5,<35,1,house,>50yr,D,district,17244.31,530.24,0
2644,LV,suburban,4,35-65,5,house,20-50yr,G,electric,18904.78,2313.27,1
2645,IT,suburban,9,35-65,5,apartment,20-50yr,F,gas,59173.43,1095.42,0
2646,LV,urban,6,<35,1,house,20-50yr,G,wood,20191.73,850.03,0
2647,PT,urban,6,>65,2,house,20-50yr,F,gas,24578.94,1424.05,0
2648,PT,urban,9,>65,3,apartment,20-50yr,E,oil,55143.98,1033.56,0
2649,PT,urban,7,35-65,4,apartment,>50yr,E,gas,26698.07,1157.47,0
2650,PT,suburban,2,>65,1,other,20-50yr,E,oil,11749.92,2475.02,1
2651,LV,rural,2,<35,2,apartment,20-50yr,C,electric,11667.08,1596.59,1
2652,ES,urban,4,>65,1,apartment,<20yr,C,gas,19316.1,630.55,0
2653,PT,suburban,1,>65,7,house,20-50yr,A,wood,10531.15,1356.01,1
2654,PT,urban,7,<35,2,house,20-50yr,F,electric,22936.28,1123.62,0
2655,ES,urban,5,35-65,2,house,20-50yr,B,gas,21609.96,482.59,0
2656,LV,suburban,1,35-65,5,house,<20yr,E,oil,7420.85,3790.43,1
2657,ES,suburban,5,35-65,1,apartment,20-50yr,B,electric,20875.09,461.7,0
2658,ES,suburban,9,35-65,3,house,<20yr,B,gas,43291.47,387.25,0
2659,IT,urban,10,35-65,3,apartment,<20yr,E,oil,52626.11,595.8,0
2660,IT,suburban,10,<35,3,house,>50yr,G,district,46723.16,705.33,0
2661,PT,urban,10,<35,2,apartment,>50yr,D,gas,47202.97,653.1,0
2662,ES,rural,7,<35,2,apartment,>50yr,G,wood,41266.01,807.83,0
2663,ES,suburban,10,35-65,1,apartment,>50yr,A,electric,44705.53,162.74,0
2664,IT,rural,10,35-65,4,house,<20yr,D,gas,66110.64,664.19,0
2665,ES,urban,7,35-65,1,apartment,>50yr,B,oil,25685.9,315.42,0
2666,PT,suburban,5,<35,3,house,20-50yr,D,electric,21302.62,998.52,0
2667,LV,suburban,10,<35,1,apartment,>50yr,A,wood,73888.71,161.44,0
2668,IT,urban,5,35-65,3,apartment,20-50yr,A,electric,23659.1,324.32,0
2669,ES,suburban,2,<35,5,house,20-50yr,F,gas,8865.59,1975.97,1
2670,ES,suburban,2,35-65,1,apartment,20-50yr,E,gas,10457.73,1493.49,1
2671,ES,rural,6,35-65,1,house,<20yr,C,gas,24903.18,523.33,0
2672,ES,urban,1,35-65,1,other,20-50yr,G,electric,9337.39,2768.98,1
2673,ES,rural,2,35-65,7,house,20-50yr,E,district,11078.26,3044.16,1
2674,ES,urban,3,>65,4,apartment,>50yr,D,wood,13670.32,1429.26,1
2675,ES,suburban,6,<35,2,apartment,<20yr,D,wood,32358.32,431.34,0
2676,ES,suburban,5,>65,2,other,20-50yr,C,electric,26617.6,923.67,0
2677,ES,urban,6,35-65,2,house,20-50yr,F,gas,27762.2,816.66,0
2678,PT,rural,6,<35,1,house,<20yr,D,oil,22758.95,640.16,0
2679,PT,rural,10,35-65,2,apartment,20-50yr,B,gas,36952.88,429.29,0
2680,IT,rural,3,<35,3,house,20-50yr,C,gas,11555.92,699.49,0
2681,PT,rural,5,35-65,2,apartment,20-50yr,C,gas,16659.02,662.41,0
2682,LV,suburban,7,>65,1,house,20-50yr,D,district,29725.92,810.86,0
2683,IT,suburban,3,35-65,4,house,<20yr,E,oil,16114.91,1766.39,1
2684,ES,rural,2,35-65,4,other,20-50yr,G,gas,14794.69,2681.21,1
2685,IT,urban,1,>65,2,apartment,>50yr,C,district,9684.08,1406.32,1
2686,PT,rural,4,35-65,2,house,>50yr,D,wood,15732.76,661.73,0
2687,IT,suburban,3,<35,2,apartment,<20yr,A,electric,14543.61,402.3,0
2688,PT,suburban,2,>65,3,apartment,20-50yr,D,gas,11684.27,2370.14,1
2689,IT,urban,3,<35,6,house,>50yr,E,gas,11079.95,1681.41,1
2690,ES,urban,7,<35,1,apartment,<20yr,G,gas,26315.35,766.88,0
2691,LV,urban,9,<35,1,apartment,<20yr,F,electric,40309.57,1105.39,0
2692,ES,urban,6,35-65,1,house,<20yr,B,electric,34410.69,435.39,0
2693,LV,urban,1,35-65,1,house,<20yr,G,gas,8477.45,2864.58,1
2694,LV,urban,8,35-65,2,house,>50yr,F,gas,29557.28,1355.9,0
2695,LV,urban,2,35-65,4,apartment,>50yr,C,electric,10320.89,2440.21,1
2696,IT,suburban,1,35-65,4,house,20-50yr,G,wood,8557.1,2526.21,1
2697,PT,urban,6,>65,1,apartment,20-50yr,F,gas,24075.78,1501.77,0
2698,IT,rural,5,<35,3,apartment,>50yr,F,oil,19907.54,981.08,0
2699,ES,urban,4,<35,1,apartment,<20yr,D,district,19530.94,498.45,0
2700,LV,suburban,10,35-65,1,house,<20yr,C,oil,67867.33,457.72,0
2701,PT,urban,1,<35,2,apartment,<20yr,F,electric,9600.98,2961.83,1
2702,ES,suburban,1,35-65,3,apartment,>50yr,D,oil,7647.7,1647.01,1
2703,ES,suburban,6,35-65,5,other,>50yr,G,wood,24388.61,1213.61,0
2704,PT,suburban,5,35-65,1,house,20-50yr,C,wood,20048.48,473.52,0
2705,PT,urban,9,<35,2,house,>50yr,D,gas,50380.23,683.04,0
2706,ES,suburban,1,35-65,1,house,<20yr,F,gas,7546.66,1952.65,1
2707,LV,urban,5,35-65,4,other,20-50yr,E,gas,15736.87,1491.81,0
2708,IT,suburban,2,>65,2,house,>50yr,D,gas,11825.63,1684.38,1
2709,IT,urban,1,35-65,3,apartment,>50yr,F,oil,8661.07,2057.08,1
2710,ES,suburban,5,35-65,1,house,20-50yr,F,gas,19761.29,1013.42,0
2711,LV,urban,8,35-65,1,other,<20yr,E,oil,47536.34,1008.03,0
2712,IT,suburban,2,<35,4,house,>50yr,D,oil,10140.72,1347.55,1
2713,IT,urban,9,35-65,1,apartment,20-50yr,E,electric,53189.12,594.6,0
2714,IT,urban,6,35-65,3,other,20-50yr,E,gas,20450.81,854.57,0
2715,LV,urban,5,35-65,2,house,<20yr,F,gas,21888.88,1382.59,0
2716,IT,urban,10,35-65,3,apartment,<20yr,E,gas,48717.31,678.85,0
2717,ES,suburban,4,35-65,3,other,20-50yr,D,district,17309.23,745.88,0
2718,LV,rural,3,35-65,3,house,20-50yr,A,gas,15694.16,710.16,0
2719,IT,suburban,8,<35,2,house,20-50yr,C,gas,33051.3,444.08,0
2720,ES,urban,2,35-65,2,other,<20yr,D,gas,9906.69,1431.08,1
2721,ES,urban,9,<35,3,apartment,20-50yr,E,electric,41588.03,872.79,0
2722,PT,rural,9,35-65,2,house,20-50yr,F,electric,75576.27,1134.42,0
2723,ES,urban,10,35-65,2,apartment,20-50yr,G,district,56694.25,744.88,0
2724,ES,urban,5,35-65,7,house,20-50yr,E,gas,21455.64,1326.62,0
2725,IT,rural,7,35-65,1,house,>50yr,F,gas,32022.14,743.31,0
2726,PT,urban,9,35-65,3,house,>50yr,E,wood,33241.21,769.39,0
2727,PT,urban,2,35-65,3,house,20-50yr,D,gas,12629.39,2098.48,1
2728,IT,urban,4,35-65,1,house,20-50yr,E,gas,19470.56,695.07,0
2729,ES,suburban,5,<35,2,apartment,>50yr,D,district,16069.8,504.94,0
2730,LV,urban,7,35-65,3,apartment,<20yr,D,electric,43028.35,1228.2,0
2731,IT,suburban,7,35-65,3,apartment,>50yr,G,electric,30013.67,1275.5,0
2732,IT,urban,10,>65,1,house,20-50yr,E,district,46516.96,523.12,0
2733,ES,urban,5,35-65,1,house,20-50yr,B,gas,22011.51,410.8,0
2734,IT,urban,2,35-65,1,house,20-50yr,E,gas,9598.13,1606.97,1
2735,IT,rural,2,<35,4,apartment,20-50yr,G,gas,8639.44,2361.2,1
2736,ES,urban,9,>65,2,house,>50yr,B,gas,41277.5,366.86,0
2737,IT,suburban,5,35-65,4,apartment,>50yr,G,electric,20295.32,1303.3,0
2738,ES,urban,7,35-65,5,other,<20yr,G,wood,23689.06,1111.05,0
2739,PT,urban,6,35-65,5,house,20-50yr,E,district,22238.67,1520.62,0
2740,ES,urban,9,35-65,3,apartment,>50yr,D,oil,36827.36,577.26,0
2741,IT,suburban,3,35-65,2,house,>50yr,A,district,13269.32,446.11,0
2742,PT,suburban,2,>65,2,apartment,20-50yr,A,electric,12122.32,952.39,0
2743,IT,rural,8,<35,5,apartment,<20yr,D,gas,36771.5,783.43,0
2744,PT,rural,5,>65,1,house,20-50yr,F,gas,20897.31,1442.37,0
2745,ES,suburban,9,>65,1,house,<20yr,G,electric,32701.83,999.71,0
2746,PT,suburban,2,>65,2,apartment,>50yr,C,gas,10953.76,1702.16,1
2747,IT,suburban,3,>65,4,apartment,>50yr,D,gas,11892.06,1629.23,1
2748,IT,suburban,10,35-65,1,apartment,>50yr,E,district,42506.35,495.62,0
2749,ES,urban,9,35-65,3,apartment,<20yr,D,gas,49049.98,598.12,0
2750,IT,rural,1,<35,1,apartment,>50yr,E,oil,6552.17,1314.67,1
2751,IT,rural,9,35-65,4,apartment,>50yr,G,gas,43611.31,1298.93,0
2752,PT,urban,1,<35,2,other,20-50yr,D,electric,7436.23,1885.53,1
2753,PT,rural,2,>65,2,apartment,>50yr,B,oil,9534.01,1339.27,1
2754,IT,rural,9,<35,1,apartment,20-50yr,E,gas,51634.03,482.37,0
2755,LV,urban,2,<35,3,apartment,20-50yr,A,gas,10052.55,781.04,0
2756,PT,rural,4,<35,1,apartment,<20yr,G,electric,16156.48,1381.68,0
2757,LV,urban,2,35-65,5,house,<20yr,G,electric,9851.7,3913.42,1
2758,PT,urban,6,<35,5,apartment,<20yr,B,gas,25668.37,603.87,0
2759,PT,urban,1,<35,2,apartment,20-50yr,E,gas,7810.86,2100.64,1
2760,ES,suburban,3,<35,1,other,20-50yr,F,gas,12601.14,1325.4,1
2761,PT,urban,4,35-65,3,house,<20yr,D,gas,15238.23,1058.26,0
2762,LV,rural,7,>65,3,apartment,<20yr,D,wood,29814.55,1012.87,0
2763,IT,urban,5,35-65,1,apartment,20-50yr,G,gas,19047.99,1014.51,0
2764,IT,urban,2,35-65,5,house,>50yr,C,electric,14247.37,1538.18,1
2765,IT,suburban,5,<35,2,house,20-50yr,E,oil,19408.58,816.97,0
2766,LV,urban,5,<35,1,other,>50yr,B,wood,22079.49,342.19,0
2767,ES,suburban,4,35-65,4,apartment,>50yr,D,gas,17262.84,1086.08,0
2768,PT,urban,6,<35,2,house,>50yr,G,electric,23939.06,1155.94,0
2769,PT,rural,4,<35,2,apartment,>50yr,F,electric,20027.34,1239.25,0
2770,LV,suburban,4,<35,4,apartment,20-50yr,E,gas,19091.23,1406.26,0
2771,IT,urban,8,35-65,4,house,>50yr,B,gas,39160.29,389.59,0
2772,PT,urban,3,35-65,2,house,20-50yr,G,wood,15203.75,1800.9,1
2773,LV,urban,4,<35,5,apartment,>50yr,C,electric,13736.34,1060.38,0
2774,IT,rural,2,35-65,2,apartment,20-50yr,E,gas,11751.69,1817.88,1
2775,PT,suburban,7,35-65,1,house,<20yr,C,electric,28907.06,651.59,0
2776,ES,urban,8,>65,3,apartment,>50yr,E,gas,33334.19,1240.04,0
2777,ES,urban,7,<35,3,apartment,>50yr,E,gas,50412.86,784.35,0
2778,ES,rural,2,35-65,4,apartment,>50yr,D,gas,8818.48,1707.07,1
2779,IT,urban,5,>65,4,apartment,>50yr,E,gas,20716.66,969.82,0
2780,IT,suburban,3,>65,4,house,>50yr,D,electric,13644.9,1678.6,1
2781,IT,suburban,8,>65,3,apartment,20-50yr,E,electric,35560.58,1041.2,0
2782,IT,urban,4,<35,3,apartment,>50yr,E,gas,15030.78,706.51,0
2783,ES,suburban,5,>65,2,house,20-50yr,G,electric,21720.91,1577.57,0
2784,ES,urban,5,>65,2,apartment,<20yr,A,oil,17742.45,355.08,0
2785,IT,urban,8,<35,1,house,20-50yr,A,electric,37564.08,188.29,0
2786,PT,rural,8,<35,1,apartment,20-50yr,C,gas,36855.79,457.44,0
2787,PT,suburban,9,>65,3,house,20-50yr,B,gas,41453.59,738.87,0
2788,ES,rural,5,<35,1,house,>50yr,E,district,20772.36,600.45,0
2789,LV,suburban,9,35-65,3,house,<20yr,C,gas,54533.77,719.03,0
2790,ES,urban,9,35-65,1,apartment,>50yr,A,gas,46895.48,185.78,0
2791,PT,suburban,6,35-65,6,house,20-50yr,C,oil,25657.25,960.02,0
2792,IT,suburban,7,<35,1,house,>50yr,E,wood,31972.63,428.45,0
2793,PT,urban,10,35-65,2,apartment,20-50yr,F,district,55332.79,1026.56,0
2794,LV,urban,9,35-65,3,apartment,20-50yr,D,gas,46713.09,964.64,0
2795,PT,suburban,3,>65,2,apartment,>50yr,G,district,12783.74,3226.6,1
2796,ES,suburban,8,<35,4,apartment,20-50yr,C,gas,50155.18,522.41,0
2797,ES,urban,5,<35,2,apartment,<20yr,E,wood,21600.24,675.66,0
2798,ES,rural,2,<35,5,other,<20yr,C,gas,16807.83,1199.36,0
2799,PT,urban,4,<35,4,other,<20yr,F,district,24403.28,1304.51,0
2800,PT,urban,10,>65,2,apartment,20-50yr,C,wood,50996.81,499.0,0
2801,LV,urban,10,<35,1,other,20-50yr,G,wood,57011.97,708.44,0
2802,ES,rural,8,<35,1,house,20-50yr,F,electric,38029.23,719.27,0
2803,IT,urban,10,>65,3,apartment,>50yr,E,gas,63269.07,772.87,0
2804,ES,suburban,6,<35,4,other,<20yr,E,electric,25497.09,820.53,0
2805,IT,urban,8,<35,3,house,<20yr,D,gas,43144.46,607.74,0
2806,IT,suburban,2,35-65,3,house,>50yr,A,oil,8448.82,494.35,0
2807,IT,suburban,3,35-65,1,apartment,>50yr,G,gas,12775.9,1964.33,1
2808,PT,urban,2,>65,1,apartment,>50yr,F,gas,10689.49,2647.78,1
2809,IT,rural,10,35-65,3,other,>50yr,B,gas,49766.25,360.03,0
2810,IT,urban,7,35-65,1,apartment,>50yr,B,wood,23136.33,281.44,0
2811,IT,urban,10,35-65,1,apartment,>50yr,D,electric,62797.32,446.73,0
2812,LV,suburban,5,>65,2,apartment,20-50yr,F,electric,17787.15,2093.9,1
2813,PT,suburban,5,35-65,2,apartment,20-50yr,E,gas,18979.8,1127.26,0
2814,IT,urban,7,35-65,3,apartment,<20yr,E,gas,33596.62,880.04,0
2815,IT,suburban,6,35-65,3,other,20-50yr,A,electric,30040.08,362.0,0
2816,ES,urban,4,35-65,1,apartment,20-50yr,G,gas,16076.71,1187.17,0
2817,IT,suburban,4,35-65,1,house,<20yr,C,oil,14979.62,451.52,0
2818,ES,suburban,6,<35,1,house,20-50yr,D,electric,22128.9,567.81,0
2819,ES,rural,1,35-65,2,apartment,>50yr,G,district,9455.96,2244.95,1
2820,LV,suburban,2,<35,1,apartment,<20yr,F,gas,13112.82,2074.72,1
2821,IT,suburban,1,35-65,5,apartment,>50yr,E,gas,8414.17,2694.4,1
2822,PT,suburban,2,35-65,4,house,>50yr,G,district,11415.24,3453.12,1
2823,IT,urban,2,35-65,2,house,20-50yr,B,wood,9025.82,704.69,0
2824,LV,urban,1,<35,1,apartment,<20yr,B,electric,8578.03,1234.67,1
2825,LV,rural,1,>65,1,other,>50yr,C,gas,9000.67,2234.73,1
2826,PT,urban,9,35-65,5,house,20-50yr,C,electric,44080.48,817.34,0
2827,ES,suburban,2,35-65,1,apartment,20-50yr,F,electric,11338.19,2290.92,1
2828,IT,urban,6,<35,4,house,20-50yr,E,gas,21415.49,874.45,0
2829,PT,rural,1,35-65,2,house,<20yr,D,gas,9532.52,2133.91,1
2830,PT,urban,10,35-65,2,house,>50yr,F,electric,44855.75,1172.73,0
2831,IT,rural,3,>65,3,apartment,>50yr,D,gas,13965.2,1538.66,1
2832,ES,suburban,8,35-65,3,apartment,20-50yr,B,wood,38557.43,332.27,0
2833,ES,urban,7,<35,2,apartment,>50yr,D,gas,35600.07,608.01,0
2834,PT,suburban,8,35-65,2,apartment,20-50yr,F,district,42164.03,867.41,0
2835,PT,suburban,7,<35,2,apartment,>50yr,D,electric,35590.43,964.78,0
2836,ES,urban,6,<35,4,house,>50yr,G,district,23892.32,976.81,0
2837,ES,urban,8,35-65,5,apartment,<20yr,G,wood,51014.4,1004.14,0
2838,IT,suburban,9,<35,4,apartment,>50yr,F,gas,50621.32,796.82,0
2839,ES,suburban,4,>65,2,house,>50yr,F,gas,16597.9,1450.06,0
2840,IT,urban,10,35-65,4,apartment,20-50yr,E,gas,52671.58,813.67,0
2841,PT,rural,10,<35,1,apartment,>50yr,G,oil,61645.26,907.78,0
2842,ES,urban,8,>65,3,house,20-50yr,E,gas,33562.36,1019.47,0
2843,ES,urban,10,35-65,1,house,<20yr,D,oil,45409.33,470.12,0
2844,IT,suburban,2,<35,1,apartment,20-50yr,C,wood,11137.07,574.28,0
2845,IT,urban,6,35-65,1,house,20-50yr,F,electric,17779.07,806.93,0
2846,ES,urban,7,>65,3,house,<20yr,D,oil,31656.67,855.17,0
2847,IT,suburban,10,35-65,1,house,<20yr,F,wood,60523.26,526.54,0
2848,IT,urban,2,35-65,1,other,>50yr,G,wood,10569.71,1568.68,1
2849,PT,urban,9,35-65,7,apartment,20-50yr,D,gas,51095.45,1195.04,0
2850,ES,suburban,1,35-65,3,apartment,>50yr,D,gas,9090.66,1870.35,1
2851,ES,suburban,4,<35,1,house,20-50yr,C,electric,15019.69,499.8,0
2852,ES,rural,7,35-65,5,apartment,<20yr,D,gas,30199.75,1108.68,0
2853,PT,suburban,3,>65,1,apartment,>50yr,E,electric,12950.71,2221.71,1
2854,IT,suburban,9,35-65,3,apartment,20-50yr,D,district,40965.73,605.0,0
2855,PT,urban,10,<35,2,apartment,20-50yr,D,electric,65318.7,558.3,0
2856,LV,suburban,2,35-65,1,apartment,>50yr,E,gas,12081.89,2243.65,1
2857,PT,urban,3,<35,7,apartment,20-50yr,C,gas,12571.41,1537.75,1
2858,ES,urban,1,35-65,2,other,20-50yr,A,district,8273.6,742.89,0
2859,PT,rural,8,35-65,3,apartment,20-50yr,C,gas,32142.01,653.71,0
2860,ES,suburban,9,35-65,2,house,<20yr,F,gas,39984.34,805.48,0
2861,ES,suburban,7,>65,1,apartment,>50yr,C,electric,37791.14,588.98,0
2862,ES,urban,2,35-65,2,apartment,20-50yr,A,electric,16117.9,588.9,0
2863,IT,urban,2,35-65,1,other,<20yr,D,gas,14364.33,1221.86,0
2864,IT,suburban,1,>65,1,apartment,20-50yr,E,electric,8339.89,2439.09,1
2865,ES,suburban,5,35-65,4,apartment,20-50yr,F,electric,21587.54,1529.45,0
2866,IT,suburban,8,>65,3,house,20-50yr,D,gas,41947.88,764.43,0
2867,ES,urban,2,>65,1,apartment,>50yr,E,electric,11168.79,2020.31,1
2868,ES,urban,9,35-65,2,apartment,>50yr,F,oil,34720.19,872.84,0
2869,LV,suburban,3,35-65,4,other,20-50yr,G,gas,18391.7,4012.65,1
2870,IT,suburban,6,35-65,2,apartment,>50yr,E,district,20920.15,702.65,0
2871,ES,urban,7,>65,1,house,>50yr,E,gas,35958.75,913.67,0
2872,ES,urban,6,<35,1,apartment,<20yr,B,electric,28017.98,408.1,0
2873,IT,urban,5,>65,2,apartment,<20yr,D,oil,27757.15,1071.82,0
2874,IT,urban,4,35-65,1,apartment,20-50yr,G,electric,19917.11,1189.26,0
2875,IT,suburban,5,35-65,2,house,<20yr,C,gas,19227.58,597.39,0
2876,IT,urban,3,35-65,1,apartment,20-50yr,D,electric,16475.22,1155.74,0
2877,IT,suburban,3,>65,3,house,20-50yr,E,district,13257.38,1508.89,1
2878,ES,suburban,8,<35,2,house,>50yr,G,electric,31090.34,953.41,0
2879,ES,rural,9,35-65,4,house,20-50yr,B,gas,32670.57,485.42,0
2880,IT,rural,9,>65,3,apartment,20-50yr,G,gas,42209.75,1126.85,0
2881,IT,urban,4,35-65,1,house,>50yr,C,electric,13584.2,473.72,0
2882,IT,urban,4,35-65,4,house,20-50yr,G,gas,21708.1,1512.37,0
2883,ES,urban,1,>65,4,apartment,<20yr,G,wood,6320.54,2777.33,1
2884,IT,suburban,3,>65,2,house,<20yr,F,district,13224.18,1569.83,1
2885,ES,urban,6,<35,3,apartment,20-50yr,G,district,23766.59,799.84,0
2886,IT,urban,3,35-65,2,other,20-50yr,G,gas,14365.27,1527.51,1
2887,IT,urban,8,<35,1,other,20-50yr,G,electric,31608.42,862.02,0
2888,LV,urban,1,<35,3,apartment,>50yr,E,gas,9484.48,2764.43,1
2889,IT,suburban,5,35-65,2,apartment,20-50yr,D,gas,21520.08,850.69,0
2890,IT,suburban,3,<35,3,apartment,>50yr,B,electric,13962.92,782.48,0
2891,IT,suburban,5,35-65,1,apartment,>50yr,C,gas,19048.35,605.22,0
2892,LV,rural,1,35-65,3,house,20-50yr,E,gas,8687.55,3007.55,1
2893,ES,urban,5,>65,2,apartment,<20yr,B,wood,25896.71,454.8,0
2894,ES,urban,8,35-65,3,house,20-50yr,G,wood,53934.21,770.78,0
2895,LV,urban,9,<35,1,other,20-50yr,C,district,37338.76,433.95,0
2896,IT,suburban,3,>65,5,other,20-50yr,B,gas,13716.28,1346.33,0
2897,LV,suburban,5,>65,3,apartment,20-50yr,C,wood,15775.55,919.67,0
2898,IT,urban,7,35-65,4,other,20-50yr,A,gas,33220.68,295.91,0
2899,ES,rural,5,>65,1,apartment,20-50yr,C,gas,17111.22,648.36,0
2900,ES,urban,6,35-65,1,apartment,20-50yr,E,electric,26054.56,824.34,0
2901,ES,urban,4,35-65,2,apartment,20-50yr,C,electric,21061.21,687.04,0
2902,LV,suburban,9,35-65,1,house,>50yr,F,electric,40423.27,1282.75,0
2903,IT,rural,7,<35,2,apartment,20-50yr,D,wood,26085.43,392.05,0
2904,LV,suburban,10,35-65,1,apartment,>50yr,F,gas,67023.93,933.07,0
2905,ES,rural,8,35-65,2,apartment,20-50yr,F,district,40049.76,783.29,0
2906,ES,urban,4,>65,2,other,20-50yr,B,gas,14771.99,527.27,0
2907,LV,suburban,4,<35,2,house,>50yr,B,oil,17870.66,506.65,0
2908,IT,rural,1,<35,1,house,>50yr,F,district,7038.43,1648.44,1
2909,LV,suburban,7,35-65,1,house,>50yr,F,electric,35173.13,1171.7,0
2910,ES,urban,8,<35,5,apartment,>50yr,C,wood,36670.1,589.25,0
2911,PT,rural,4,>65,5,apartment,20-50yr,E,oil,22006.87,2175.19,0
2912,IT,urban,1,35-65,3,apartment,>50yr,D,gas,6956.72,1813.81,1
2913,ES,urban,9,35-65,1,apartment,>50yr,B,oil,44489.98,309.74,0
2914,PT,rural,3,35-65,1,other,>50yr,C,oil,13974.3,1134.78,0
2915,ES,rural,6,<35,2,apartment,>50yr,F,gas,25973.59,871.61,0
2916,IT,rural,1,<35,3,house,>50yr,D,electric,7348.47,1682.15,1
2917,IT,rural,1,35-65,2,house,20-50yr,E,gas,5707.56,2534.21,1
2918,LV,urban,9,>65,1,other,20-50yr,B,gas,47610.87,508.85,0
2919,IT,rural,7,35-65,3,apartment,20-50yr,B,district,30242.26,357.68,0
2920,PT,urban,1,<35,1,other,20-50yr,C,district,7062.15,1171.77,1
2921,LV,suburban,2,35-65,1,house,20-50yr,D,oil,10202.41,1871.36,1
2922,IT,urban,5,<35,2,apartment,>50yr,F,gas,17621.7,1007.79,0
2923,IT,rural,7,35-65,2,house,20-50yr,F,gas,22701.87,867.37,0
2924,PT,suburban,5,<35,1,apartment,20-50yr,C,gas,24540.64,591.39,0
2925,IT,rural,9,35-65,1,house,<20yr,B,gas,46849.35,303.06,0
2926,ES,urban,7,35-65,7,house,20-50yr,C,wood,24495.77,645.81,0
2927,PT,urban,7,>65,3,house,20-50yr,G,electric,43811.95,2286.62,0
2928,ES,urban,3,35-65,3,house,20-50yr,E,electric,11822.86,1884.8,1
2929,ES,urban,7,<35,1,house,<20yr,F,gas,33394.27,763.76,0
2930,PT,suburban,9,35-65,1,apartment,20-50yr,D,district,43024.12,566.35,0
2931,ES,urban,1,35-65,1,apartment,20-50yr,E,gas,6619.35,1710.72,1
2932,IT,suburban,8,35-65,2,house,20-50yr,E,gas,37938.66,676.23,0
2933,ES,urban,9,>65,2,house,20-50yr,E,gas,41826.65,891.96,0
2934,LV,urban,5,>65,4,house,>50yr,D,gas,19086.42,1774.77,0
2935,PT,suburban,8,<35,3,apartment,>50yr,C,electric,43877.06,797.03,0
2936,ES,urban,4,35-65,2,apartment,>50yr,D,electric,19216.79,861.39,0
2937,IT,urban,2,35-65,2,house,<20yr,G,electric,12253.06,2937.08,1
2938,IT,urban,9,35-65,1,house,20-50yr,C,gas,41633.68,413.93,0
2939,IT,urban,4,>65,3,apartment,<20yr,F,district,18449.25,1193.27,0
2940,IT,suburban,8,35-65,3,apartment,20-50yr,G,oil,35855.15,996.74,0
2941,LV,urban,4,35-65,2,house,<20yr,E,wood,18860.74,1133.7,0
2942,IT,urban,4,>65,2,house,20-50yr,D,gas,15126.85,991.76,0
2943,PT,suburban,7,35-65,1,apartment,20-50yr,B,district,21011.53,378.0,0
2944,IT,suburban,4,35-65,1,apartment,20-50yr,F,oil,21447.77,831.69,0
2945,IT,suburban,9,>65,1,apartment,20-50yr,G,electric,42904.97,1033.96,0
2946,ES,urban,1,35-65,3,apartment,20-50yr,G,gas,8716.35,2950.71,1
2947,IT,rural,1,35-65,2,apartment,>50yr,C,gas,7219.41,1322.82,1
2948,PT,urban,1,35-65,4,apartment,20-50yr,G,wood,7735.95,4040.61,1
2949,LV,urban,3,>65,1,house,20-50yr,D,gas,17586.01,1863.83,1
2950,LV,rural,1,35-65,1,apartment,20-50yr,E,oil,8448.77,2069.13,1
2951,IT,suburban,4,35-65,3,house,<20yr,C,oil,24359.14,519.16,0
